lemmatized,Sentiment
nord phone camera battery good phone network problem place mi phone well network run internet fast nord 2 network signal work network properly accord network wise suggest phone network phone useless,Negative
order sale rs 31 841 receive faulty device day request replacement wait day having pay money phone replacement initiate amazon follow day finally get refund terrible experience,Negative
heating problem,Negative
sim problem voice,Negative
bad camera experience dnt tube review pay huge phone result worst selfi phone buy phone able return option think buy,Negative
complete image market different real product simply waste,Negative
don t buy phone new case blast twitter scared use phone amazon ready refund plus take step feel like cheat,Negative
bad battery drain fast carry charger,Negative
bad battery life time charge phone m disappointed,Negative
product bad buy want throw money want return 1 week usage start shut automatically continue give service center get 25 day change service center give service center repair buy phone trust ll regret,Negative
overall good phone problem system app eg set alarm alarm ring show option turn alarm continue ringingand option micro lens camera mode,Negative
1 bettary drain essu 2 ois hone ke bad bhi shakey picture 3 night mode zero work isse achha 15 18 k tak ke mobile de dete hai 4 frant camera bilkul ghatia 5 overall phone bilkul achha nhi lgajitna paise popular krne m lgaye usse achha kuchh cheeje achhi de dete achha hotamujhe lag rha dosto mere 30000 rupay bekar ho gaye bhae tum log ye glti n karo,Negative
buy product expectation heating problem solve feel hotness hand 15 minute watsapp video little bit tense blast issue return product,Negative
average phone battery performance bad dissatisfied buy nord 2 s battery backup stay tilll evening 3 00 pm 4 00 pm charge morning 6 7,Negative
face lock work box pack properly network issue bad mobile oneplus noad 2,Negative
write review 2 month early realme u 1 seriously phone way well phone 3 time costly write review comparison early phone pro 1 phone look premium 2 warp charger fast awesomecon 1 selfie suck quality utterly bad bad bad 2 phone heavy slippery not chat long 3 finger print reader laggy work properly,Negative
bad experience automatically switch 15 day use 3 5 time day switch automatically,Negative
purchase plus nord 2 plus bud zphone good pricebut nord buds z costly amazon 2899 00 nord bud z sell plus red cable site 1499 00 loss 1300 00 sad don t purchase amazon site,Negative
plus cheat indian people pathetic mobile screen flicker issue mobile heating battery drain app clone work pathetic software list go fair advice don t plus product anymore s chinese dumping yard,Negative
buy mobile 1 month phone start stuck don t buy mobile waste money 1 star lo waste mobile,Negative
phone heat randomly feel unsafe use phone ph blast newsit s mind wrong happen use phone hand feel wrong vibe don t want use phone anymore want return phone,Negative
magnificent look disappointed camera sharp edge detection value money,Negative
good charge battery life camera performance ve play game pubg mobile 30 minute phone start lag continuously wait save money buy phone m totally dissatisfied plus nord 2 phone waste money product bad experience day plus s bad expect phone lag like 4 gb ram mobile play pubg s difference plus budget smartphone recommend,Negative
phone battery bad heating problem 1 disappointed phone,Negative
hello face issue nord 2 1 have free space 80 gb update app playstore show space require free space delete app 2 app crash flipkart google map camera telegram spotify etc 3 app cloner work probably storage issue start solve issue quickly oneplus team regret decision buy device 30 000 rs price point,Negative
didn t see theese type battery performance 5 6 hrs come charge m fully charge m disappointed product bad product disappointed dial receive mobile battery drain 50 5 6 hour video time video audio run plus check variant amazon refund money,Negative
display problem,Negative
budget oneplus nail spec performance fast battery last day half camera quality pretty good budget m face software issue believe ll iron later iteration oxygen color os edit change rating 5 3 star terrible software release completely uncooked night mode camera take blurry photo point incorporate ois keyboard location mistouch prevention doesn t work t delete pre instal google app oneplus message caller app well reason time phone say sim s roaming activate reality isn t s toggle setting bug wait update oneplus fix recent update hasn t change,Negative
poor battery life charge phone 90 discharge 30 min gamingone bad product plus,Negative
excessive heating problem,Negative
1 month use regret daily buy phone 1 month itne bar hang hua h phone battery iska worst h abi tk ka itna jldi drain hota h,Negative
