lemmatized,Sentiment
1001,phone plus 7 pretty good phone horrible 12 gb version thing horrible build qualy screen resolution touch camera ui lot bug regret buy m regret phone good time plus user well iphone xr exctra 5 6 k,0
1002,reason cut star camera app system setting aren t familiar plus system like oppo system understand motivation generally distinguishing punchline app plus eco system app bad non functional buggy s direct comparison,0
1003,purchase phone go review 1 month review 1 finger print fast 2 phone smoothly run feel flagship killer hand 3 camera good 4 battery backup ok 5 lag issue find,2
1004,nord s selfie camera bad ve see s waste don t problem phone selfie camera issue thing need fix asap nokia phone far well selfie camera nord 2 disgrace phone like oneplus camera like yes bit heating issue thing worried oneplus care customer fix,0
1005,camera good price range lack image processing photo get blur whitish camera need update resolve issuessome dent find device invisible normaly quality issue handsetother wise excelent performance excelent build quality nice phone,2
1006,phone good buy 30000 don t think good camera good performance good software premium feel etc political stunt don t believe s oneplus nord 2,2
1007,good phone pro great camera update previous nord seriesgreat look designsuper fast charge 15 min 70 colour os limitsmooth fastalert slidergood hepatic 6 5 g bandscon battery need charge twice heavy usersno 3 5 mm headphone jackminor bug like clone videosome minor camera issue 90 hz refresh rateside plasticwhen charge phone get heatedno ip water splash resistance certificate,2
1008,look superb quality upto expect cam display upto 1 phoneso 50 color os oxygen os phone stop freeze zoom call google meet google duo problem phone fix think phone release rush need lot fix,1
1009,early thought phone ok good hand feel comfortable hold battery ok day usage phone pro good main camerascreen okfast charge charge 65 wattgood stereo speakerscon good battery performanceless brightness screenultrawide camera uselessthis phone handle indoor lighting properly 4 year old pixel 2 xl take well picture indoor lighting nightthis phone heat lot,2
1010,product good perfect product issue issue 1 time incoming outgoing occur despite good network connection start start work fine 2 s app notification pop bar 3 automatically diconnecte 4 browse reel instagram video get stuck note s internet good internet connection reel stick,2
1011,s 10 day phone heavy user observation pro 1 camera bigeest plus point phone 2 fast charge like 15 minute 100 3 battery easily work 2 day 4 display amazing display quality con 1 display finger print scanner find quick 2 feel mobile heatingbut overall decent decent mobile phone price,2
1012,m satisfied phone motorola user age leave moto family move plus nice experience 2 week usage battery rigourously need charge twice battery work fine subtle use s charge 30 min s impressive,2
1013,sceptical buy op nord 2 news dilemma cover brand go ahed buy s week m impressed ve oneplus user oneplus x come change brand smartphone con rn oxygen os start coloro isn t great step oneplus,1
1014,m post review week phone pro good hand feellook like flagship op 9 fluid displaygreat battery life charge 0 100 35 min con purely oxygen os color os change setting camera app dialer app replace google dial good vc jio dolby atmoscamera mark get slight bluish tone,2
1015,finger print reader fast battery drain fast charge speeed mind blowingcamera quality day time like phone camera spec night time oneplus nord 2 create wonderful picture world amazing,2
1016,plus definitely try abck root deliver flagship killer dimensity 1200 ai processor s able provide significant performance upgrade predecessor camera touch haptic extent mark big thumb 30 k range thing concern regard battery believe oneplus address software upgrade,2
1017,screen touch interface function time particularly select file caller tune reach screen frame touch arrow left hand corner selfie camera clean finger waste time device function properly day,1
1018,plz don t buy nord 2 5 g s completely waste camera battery fingerprint app calculator app goodcamera good app bad main thing calculator bad battery backup good night view camera take time capture picture 2 mp camera compare mobile iqoo good camera battery backup,1
1019,s truely flagship killer phone 3 day use s good charger fast mention battety pack good value money segment phone long term user phone think phone user t use android phone 1 plus,2
1020,fingerprint sensor annoy like display scanner 7 10 ui good business 10 10 camera 9 10 produce real color fast clickbattery last day 8 10 charge 11 10 charge 30 min 65 w charger worth hype feeling hand 10 10 look premium handy daily usagedisplay 8 10 good range mi 11 x well display,2
