,review
1966,"  AwesomeCamera quality is goodGood battery lifeAfter using it from one month I'm giving this reviewAwesome product 👍
"
1967,"                    The media could not be loaded.
"
1968,"                
"
1969,"  Mobile body is heavy weight and after mobile cover it's looking too heavy ! So if body will be thin than its looking great like oppo mobile.
"
1970,"  Battery is awesome use for 3 days without heavy usesNormal Android phone not for heavy gaming
"
1971,"  Even samsung service is not good their care executives are not answering only transfer call here their.don't waist your money for this mobile.
"
1972,"  This mobile phone hangs a lot, within first day after buying it starts hanging, heating. I won't recommend this phone even for 8000.
"
1973,"  If you crazy for photography don't buy it , if you are just looking for manage to other works surely go for it, its a cheaper phone as on date, with exchange or bank discount.
"
1974,"  Each and every feature is excellent.
"
1975,"  Not worth of money. It's very heavy. Camera quality is not good. At night u can't see the picture clearly. Colors are not visible clearly. Display is not good.
"
1976,"  Started using the mobile, looks & feels good, camera quality is OK-TYPE... Expected... Will try to update my review after using it for a while......
"
1977,"  Excellent phone worth buying. Camera is very good and build quality is high quality
"
1978,"  This is better phone at this price. Specs are good performance is good. Display look bit cheaper but it's ok since it is from samsung. It would been better if this has a shiny display.
"
1979,"  90 hz screen... Very smooth.
"
1980,"  Simple the best value of  money 💰
"
1981,"  👌 best mobile in this rate .and good battery and best camera quality. Thanks Samsung 🙂If back cover and ear phone bhi dete to aur behatar hota....
"
1982,"  Very useful and nice product
"
1983,"  It is a good phone. Seamless.
"
1984,"  Battery backup with normal lasts for 2 days easily. Good Camera...Value for money product so far with 2 months of use.
"
1985,"  Don't go for this product. Front camera is 8MP But my Sony 2MP camera which is 6years old quality is better than this phone.
"
1986,"  Writing this review after 1 week of usage Very very disappointed, poor camera, heating issues and 6000mah battery lasted for 2days only once after that draining very quickly.
"
1987,"  Good solid, especially battery...
"
1988,"  Excellent. Gem if an item. Worth its value.
"
1989,"  All I would  say in this Budget  phon Samsung  is so far so good , Fingerprints is fast battery  life is good for as if now , camera is gud
"
1990,"  Phone not good quality at all.. heating up too quickly and camera is not good at all.
"
1991,"  Mobile is good for normal use at an affordable price.  but if it has a good display then it would be the best mobile at that range.
"
1992,"  Good but I was requested black & received delivery of blue colour.
"
1993,"  Best samsung smartphone in this price range
"
1994,"  I like this phone display quality.Fingerprint sensor is good.Face lock also good.But one this is not good back camera is not a true 48 mp because quality is down....
"
1995,"  Amazing phone with great battery backup, Par Display and decent camera quality...All in all a good package for the price range...Good for people with low to moderate level of usage...
"
1996,"  Go for redmi poco M3 far better
"
1997,"  Phone is not getting charged properly, tried changing the charger no luck. Better not to go for Samsung, as per my experience Samsung phones life is very less compared to other phones
"
1998,"  I am giving 5 star for the build quality.Usually samsung has best build qualityPro video and more settings in camera could have been added i give 3 star for that
"
1999,"  Nice phone. Good for the budget.
"
2000,"  it hangs some time, overall experience is good.
"
2001,"  स्पीकर खराब हो गया जबकी फोन को तीन माह पूर्व ही खरीदा गया है चार्जर भी सही कार्य नही कर रह है , amazon अधिक मुनाफा कमाने के चक्कर मे घटिया ओर खराब सामान को नया बताकर बेचती है , बचकर रहना
"
2002,"  Very good mobile with low price. Excilant Mobile picture quality. Bettry capacity 6000mh is nice, (2 days when full charge)
"
2003,"  This device is decent one. Battery and software is appreciable but from camera side they have to improve ... Overall this is a great dealMay Samsung bring a system update to improve this
"
2004,"  All over phone is good but dual SIM is not work properly
"
2005,"  Finger print sensor is on its side key which is too difficult to handle.. it has high risk to fall down from hand and broke the glass. Front camera is not clear.. and its only 8 mp..
"
2006,"  Best quadcam smartphone under 11k.Photo sample attached.i would have given 5 if screen could be super amoled.not accepted side finger print under 11k
"
2007,"  I got this 6gb 128 gb @11500
"
2008,"  In 2 months 2 times display damagaed of my Samsung M12 and M31S Simple phone dropped from height 1 feet height then only both mobiles display broken 2 times. M12 Camera quality also very poor.
"
2009,"  Worst, pathetic UI. Nothing there in this phone that I found lovable nor adorable.
"
2010,"  Pros : excellent battery life , does not lag or hang up . Cons :camera quality is ok  screen is not very good like redmi note 10 . Colour contrast is not too high.
"
2011,"  Battery is amazing only flaw is it's camera quality. Camera quality is not at all good, could've been better and it's a bit thick but that is expected since it has a 6000mah battery.
"
2012,"  Do not buy just by seeing the swanky colourful bright phone presentation pics, worst purchase ever made on amazon, do buy any other smart phone upon Samsung phones
"
2013,"  so slow phone and internet to chalta hi nahi.phone me jaise internet ka option hai hi nahi.full network hai, 4G option aa raha hai lekin koi fayda nahi. NO NET.
"
