,review
1464,"  Value for money
"
1465,"  Redmi mobile is decent, but battery is not upto the mark
"
1466,"  Mobile speaker is not powerful, mic is poor. Overall it is chip quality. Please go through oppo,vivo, Samsung which are really standard.
"
1467,"  Screen touch is not at all good and stops responding. Processor is also not well.camera is moderate....after all don't buy this product.
"
1468,"  Very poor quality phone and rate so high quality zero camera quailty very poor and no headphone no cover . But phone camera quailty very poor and touch no working properly.
"
1469,"  Worst camera and features. Not meet to expectation. Go with another good product in same range....
"
1470,"  Fantasticl
"
1471,"  I want to return this phone kindly return or exchange,  this phone not working properly,  kindly return this....
"
1472,"  bad camera
"
1473,"  Bought it for my mom on End of Season sale at discount. Good product. Delivery boy was good.Battery life is awesome. Camera is average. The rest are super. One of the best phones under 10K
"
1474,"  Nice mobile phone for home use
"
1475,"  long last battery , good speed, Sporty orange color looks nice. over all mobile looks nice. Amazon delivered quickly. I feel happy to select this mobile.
"
1476,"  Good phone nice bettry  charging slowly
"
1477,"  Lovely product and nice deal by Amazon.
"
1478,"  Attractive Orange colour body followed by good camera and specs.
"
1479,"  Great product  .....
"
1480,"  Good product
"
1481,"  Good product
"
1482,"  Please dont buy this phone... Worst performance phone
"
1483,"  Very good in this price .. orange colour is very nice for youngsters . Black is also good..
"
1484,"  Everything is okay
"
1485,"  The battery life is okay you can get a decent battery backup for almost a day if you are not into extensive mobile use.
"
1486,"  Value for moneyFulfil expectations
"
1487,"  Design is good.Battery life is goodExcept camera and pic quality is not that Ok. Even redmi note 5 pro has better quality than this. Overall, its a great phone
"
1488,"  Not at all recommended.Go for Redmi Note 8.Redmi 9 is worst product i received. Everything is hanging, display not proper, touch screen is another issue.
"
1489,"  any we needed app cant not download and inside box damaged already.. please money retune.....and don't selling like this again.
"
1490,"  Nice phone
"
1491,"  Smartphone with quality
"
1492,"  Good phone
"
1493,"  Display not working sometimes freezes and cell phone is too slow Literally hanging whole system going to ask Customer care can I service this after 6 months this happened.
"
1494,"  Excellent
"
1495,"  Excellent
"
1496,"  Phone defective also unable to return it, & no body help from amazon
"
1497,"  Good for basic Uses and for  elderly people.
"
1498,"  This product has great value for money, but camera quality can be improved. All other features are excellent. It has good display and long battery life.
"
1499,"  Best product
"
1500,"  Value for mony good phone....
"
1501,"  No Gyroscope in this device, that's so stupid I got this device for gaming purpose , was shock to se this device have nothing for Gyroscope ...
"
1502,"  The phone is not recognising the SIM Card.For something time it's showing the network and we have to reboot it then also after sometime it happens again...
"
1503,"  Good product..
"
1504,"  Don't expect too much....it's budget phone it's worth for money
"
1505,"  Amazing size and colour and the performance of phone is good 👍
"
1506,"  Excellent
"
1507,"  Working nice, battery is good but only thing is that picture quality is not upto the mark.
"
1508,"  Every time and after also showing wrong position in google map. 2 star to google map. Bcz not showing proper postion and updating to late after open application.
"
1509,"  Mobile is work. It cannot call smart phone because it makes a problem yo reply to the teacher in online classes. Also there is display problem to in checking the balance.
"
1510,"  Phone hangs alot the moment I switched on it, started hanging bad phone please don't buy this phone amazon is so cheap that they even dont refund the amount or replace it
"
1511,"  Worst Product.Everything is problem in this mobile. not able to hear anything anytime need to restart mobile screen blinking.  totally not at all good product
"
1512,"  Dislike because phone charging problem in one month and change in pin but pin in combined set display so we are change in display also
"
1513,"  Camera quality is very poor, battery heating issue,
"
1514,"  Worst product quality.No responsibility from Amazon. Even after reporting multiple times on product quality, customer service is ignoring our pleading and testing as if we were given the phone for free.
"
1515,"  Good mobile but camera avarage battery good backup
"
1516,"  Thank you
"
1517,"  Overall rating is okay, For charging it takes too time as compare to other mobile, on Full volume, it's ring volume is low, has no direct video calling
"
1518,"  Its good compare to price. Camera clarity and display verylaw
"
1519,"  Go ahead
"
1520,"  Good see
"
1521,"  Good set
"
1522,"  Is Price me kafi nice phone he koi diktat nahi he or dusra mobile dekho Hi mat bhai logo kuch kami nahi he mobile me or le dalo camera price ke hisab se acha he
"
1523,"  Camera quality like as key pad GFIVE Mobile
"
1524,"  Camera and sound quality is not so good. Selfie camera is really bad... As per price it's ok but not so good.  But yes battery is working fine
"
1525,"  Batray camara good
"
1526,"  CAMARA VERY POOR QUALITY PRICE
"
1527,"  𝔾𝕠𝕠𝕕 𝕢𝕦𝕒𝕝𝕚𝕥𝕪
"
1528,"  Nice experience and worth for its money. Durable battery life. Enjoyable gaming experience. Over All good quality
"
1529,"  super mobile
"
1530,"  This is my 4th day with phone. It is hanging and hate this customization of original Android. Sorry phone is not as expected.
"
1531,"  Didn't liked the product.I am writing this review after 2 month of use. Phone is useless. At this price you can get other good phone.Go for one plus
"
1532,"  the quite good. some its performance is worst. hanging problem and sensor reading problem
"
1533,"  It’s been 1 month..I’m using this phone...and from day one this phone didn’t impressed me..Not worth...phone operates very slow...hangs in every use.Waste of money
"
